,movie_id,title,release_date
1087,1088,Double Team (1997),04-Apr-1997
1088,1089,Speed 2: Cruise Control (1997),13-Jun-1997
1089,1090,Sliver (1993),01-Jan-1993
1090,1091,Pete's Dragon (1977),01-Jan-1977
1091,1092,Dear God (1996),01-Nov-1996
1092,1093,Live Nude Girls (1995),01-Mar-1996
1093,1094,"Thin Line Between Love and Hate, A (1996)",03-Apr-1996
1094,1095,High School High (1996),25-Oct-1996
1095,1096,Commandments (1997),02-May-1997
1096,1097,"Hate (Haine, La) (1995)",09-Feb-1996
1097,1098,Flirting With Disaster (1996),22-Mar-1996
1098,1099,"Red Firecracker, Green Firecracker (1994)",01-Jan-1994
1099,1100,What Happened Was... (1994),01-Jan-1994
1100,1101,Six Degrees of Separation (1993),01-Jan-1993
1101,1102,Two Much (1996),01-Jan-1996
1102,1103,Trust (1990),01-Jan-1990
1103,1104,C'est arrivé près de chez vous (1992),01-Jan-1992
1104,1105,Firestorm (1998),09-Jan-1998
1105,1106,"Newton Boys, The (1998)",14-Mar-1998
1106,1107,Beyond Rangoon (1995),01-Jan-1995
1107,1108,Feast of July (1995),01-Jan-1995
1108,1109,Death and the Maiden (1994),01-Jan-1994
1109,1110,Tank Girl (1995),01-Jan-1995
1110,1111,Double Happiness (1994),01-Mar-1996
1111,1112,Cobb (1994),01-Jan-1994
1112,1113,Mrs. Parker and the Vicious Circle (1994),01-Jan-1994
1113,1114,Faithful (1996),03-Apr-1996
1114,1115,Twelfth Night (1996),25-Oct-1996
1115,1116,"Mark of Zorro, The (1940)",01-Jan-1940
1116,1117,Surviving Picasso (1996),20-Sep-1996
1117,1118,Up in Smoke (1978),01-Jan-1978
1118,1119,Some Kind of Wonderful (1987),01-Jan-1987
1119,1120,I'm Not Rappaport (1996),13-Nov-1996
1120,1121,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",05-Apr-1996
1121,1122,They Made Me a Criminal (1939),01-Jan-1939
1122,1123,"Last Time I Saw Paris, The (1954)",01-Jan-1954
1123,1124,"Farewell to Arms, A (1932)",01-Jan-1932
1124,1125,"Innocents, The (1961)",01-Jan-1961
1125,1126,"Old Man and the Sea, The (1958)",01-Jan-1958
1126,1127,"Truman Show, The (1998)",01-Jan-1998
1127,1128,Heidi Fleiss: Hollywood Madam (1995) ,09-Feb-1996
1128,1129,Chungking Express (1994),16-Feb-1996
1129,1130,Jupiter's Wife (1994),09-Feb-1996
1130,1131,Safe (1995),01-Jan-1995
1131,1132,Feeling Minnesota (1996),13-Sep-1996
1132,1133,Escape to Witch Mountain (1975),01-Jan-1975
1133,1134,Get on the Bus (1996),16-Oct-1996
1134,1135,"Doors, The (1991)",01-Jan-1991
1135,1136,Ghosts of Mississippi (1996),20-Dec-1996
1136,1137,Beautiful Thing (1996),09-Oct-1996
1137,1138,Best Men (1997),01-Sep-1997
1138,1139,Hackers (1995),01-Jan-1995
1139,1140,"Road to Wellville, The (1994)",01-Jan-1994
1140,1141,"War Room, The (1993)",01-Jan-1993
1141,1142,When We Were Kings (1996),14-Feb-1997
1142,1143,Hard Eight (1996),28-Feb-1997
1143,1144,"Quiet Room, The (1996)",02-May-1997
1144,1145,Blue Chips (1994),01-Jan-1994
1145,1146,Calendar Girl (1993),01-Jan-1993
1146,1147,My Family (1995),01-Jan-1995
1147,1148,Tom & Viv (1994),01-Jan-1994
1148,1149,Walkabout (1971),20-Dec-1971
1149,1150,Last Dance (1996),03-May-1996
1150,1151,Original Gangstas (1996),10-May-1996
1151,1152,In Love and War (1996),24-Jan-1997
1152,1153,Backbeat (1993),01-Jan-1993
1153,1154,Alphaville (1965),01-Jan-1965
1154,1155,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",28-Jun-1996
1155,1156,Cyclo (1995),02-Aug-1996
1156,1157,"Relic, The (1997)",17-Jan-1997
1157,1158,"Fille seule, La (A Single Girl) (1995)",30-Oct-1996
1158,1159,Stalker (1979),01-Jan-1979
1159,1160,Love! Valour! Compassion! (1997),16-May-1997
1160,1161,Palookaville (1996),25-Oct-1996
1161,1162,Phat Beach (1996),02-Aug-1996
1162,1163,"Portrait of a Lady, The (1996)",27-Dec-1996
1163,1164,Zeus and Roxanne (1997),10-Jan-1997
1164,1165,Big Bully (1996),01-Jan-1996
1165,1166,Love & Human Remains (1993),01-Jan-1993
1166,1167,"Sum of Us, The (1994)",01-Jan-1994
1167,1168,Little Buddha (1993),01-Jan-1993
1168,1169,Fresh (1994),01-Jan-1994
1169,1170,Spanking the Monkey (1994),01-Jan-1994
1170,1171,Wild Reeds (1994),01-Jan-1994
1171,1172,"Women, The (1939)",01-Jan-1939
1172,1173,Bliss (1997),06-Jun-1997
1173,1174,Caught (1996),27-Sep-1996
1174,1175,Hugo Pool (1997),01-Jan-1997
1175,1176,Welcome To Sarajevo (1997),01-Jan-1997
1176,1177,Dunston Checks In (1996),01-Jan-1996
1177,1178,Major Payne (1994),01-Jan-1994
1178,1179,Man of the House (1995),01-Jan-1995
1179,1180,I Love Trouble (1994),01-Jan-1994
1180,1181,"Low Down Dirty Shame, A (1994)",01-Jan-1994
1181,1182,Cops and Robbersons (1994),01-Jan-1994
1182,1183,"Cowboy Way, The (1994)",01-Jan-1994
1183,1184,"Endless Summer 2, The (1994)",01-Jan-1994
1184,1185,In the Army Now (1994),01-Jan-1994
1185,1186,"Inkwell, The (1994)",01-Jan-1994
1186,1187,Switchblade Sisters (1975),17-May-1975
1187,1188,Young Guns II (1990),01-Jan-1990
1188,1189,Prefontaine (1997),24-Jan-1997
1189,1190,That Old Feeling (1997),04-Apr-1997
1190,1191,"Letter From Death Row, A (1998)",01-Feb-1998
1191,1192,"Boys of St. Vincent, The (1993)",01-Jan-1993
1192,1193,Before the Rain (Pred dozhdot) (1994),01-Jan-1994
1193,1194,Once Were Warriors (1994),01-Jan-1994
1194,1195,Strawberry and Chocolate (Fresa y chocolate) (1993),01-Jan-1993
1195,1196,"Savage Nights (Nuits fauves, Les) (1992)",01-Jan-1992
1196,1197,"Family Thing, A (1996)",23-Mar-1996
1197,1198,Purple Noon (1960),28-Jun-1960
1198,1199,Cemetery Man (Dellamorte Dellamore) (1994),12-Apr-1996
1199,1200,Kim (1950),01-Jan-1950
1200,1201,Marlene Dietrich: Shadow and Light (1996) ,02-Apr-1996
1201,1202,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",19-Jul-1996
1202,1203,Top Hat (1935),01-Jan-1935
1203,1204,To Be or Not to Be (1942),01-Jan-1942
1204,1205,"Secret Agent, The (1996)",08-Nov-1996
1205,1206,Amos & Andrew (1993),01-Jan-1993
1206,1207,Jade (1995),01-Jan-1995
1207,1208,Kiss of Death (1995),01-Jan-1995
1208,1209,Mixed Nuts (1994),01-Jan-1994
1209,1210,Virtuosity (1995),01-Jan-1995
1210,1211,Blue Sky (1994),01-Jan-1994
1211,1212,Flesh and Bone (1993),01-Jan-1993
1212,1213,Guilty as Sin (1993),01-Jan-1993
1213,1214,In the Realm of the Senses (Ai no corrida) (1976),08-Mar-1976
1214,1215,Barb Wire (1996),03-May-1996
1215,1216,Kissed (1996),18-Apr-1997
1216,1217,Assassins (1995),01-Jan-1995
1217,1218,Friday (1995),01-Jan-1995
1218,1219,"Goofy Movie, A (1995)",01-Jan-1995
1219,1220,Higher Learning (1995),01-Jan-1995
1220,1221,When a Man Loves a Woman (1994),01-Jan-1994
1221,1222,Judgment Night (1993),01-Jan-1993
1222,1223,King of the Hill (1993),01-Jan-1993
1223,1224,"Scout, The (1994)",01-Jan-1994
1224,1225,Angus (1995),01-Jan-1995
1225,1226,Night Falls on Manhattan (1997),16-May-1997
1226,1227,"Awfully Big Adventure, An (1995)",01-Jan-1995
1227,1228,Under Siege 2: Dark Territory (1995),01-Jan-1995
1228,1229,Poison Ivy II (1995),01-Jan-1995
1229,1230,Ready to Wear (Pret-A-Porter) (1994),01-Jan-1994
1230,1231,Marked for Death (1990),01-Jan-1990
1231,1232,Madonna: Truth or Dare (1991),01-Jan-1991
1232,1233,Nénette et Boni (1996),01-Jan-1996
1233,1234,Chairman of the Board (1998),01-Jan-1998
1234,1235,"Big Bang Theory, The (1994)",01-Jan-1994
1235,1236,"Other Voices, Other Rooms (1997)",01-Jan-1997
1236,1237,Twisted (1996),01-Jan-1996
1237,1238,Full Speed (1996),01-Jan-1996
1238,1239,Cutthroat Island (1995),01-Jan-1995
1239,1240,Ghost in the Shell (Kokaku kidotai) (1995),12-Apr-1996
1240,1241,"Van, The (1996)",27-Jun-1997
1241,1242,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",01-Jan-1991
1242,1243,Night Flier (1997),06-Feb-1998
1243,1244,Metro (1997),17-Jan-1997
1244,1245,Gridlock'd (1997),29-Jan-1997
1245,1246,Bushwhacked (1995),01-Jan-1995
1246,1247,Bad Girls (1994),01-Jan-1994
1247,1248,Blink (1994),01-Jan-1994
1248,1249,For Love or Money (1993),01-Jan-1993
1249,1250,Best of the Best 3: No Turning Back (1995),01-Jan-1995
1250,1251,A Chef in Love (1996),25-Apr-1997
1251,1252,"Contempt (Mépris, Le) (1963)",27-Jun-1997
1252,1253,"Tie That Binds, The (1995)",01-Jan-1995
1253,1254,Gone Fishin' (1997),30-May-1997
1254,1255,Broken English (1996),02-May-1997
1255,1256,"Designated Mourner, The (1997)",23-May-1997
1256,1257,"Designated Mourner, The (1997)",23-May-1997
1257,1258,Trial and Error (1997),30-May-1997
1258,1259,Pie in the Sky (1995),09-Feb-1996
1259,1260,Total Eclipse (1995),01-Jan-1995
1260,1261,"Run of the Country, The (1995)",01-Jan-1995
1261,1262,Walking and Talking (1996),12-Jul-1996
1262,1263,Foxfire (1996),23-Aug-1996
1263,1264,Nothing to Lose (1994),16-Aug-1996
1264,1265,Star Maps (1997),01-Jan-1997
1265,1266,Bread and Chocolate (Pane e cioccolata) (1973),01-Jan-1973
1266,1267,Clockers (1995),01-Jan-1995
1267,1268,Bitter Moon (1992),01-Jan-1992
1268,1269,Love in the Afternoon (1957),01-Jan-1957
1269,1270,Life with Mikey (1993),01-Jan-1993
1270,1271,North (1994),01-Jan-1994
1271,1272,Talking About Sex (1994),01-Jan-1994
1272,1273,Color of Night (1994),01-Jan-1994
1273,1274,Robocop 3 (1993),01-Jan-1993
1274,1275,Killer (Bulletproof Heart) (1994),01-Jan-1994
1275,1276,Sunset Park (1996),26-Apr-1996
1276,1277,Set It Off (1996),25-Sep-1996
1277,1278,Selena (1997),21-Mar-1997
1278,1279,Wild America (1997),04-Jul-1997
1279,1280,Gang Related (1997),01-Jan-1997
1280,1281,Manny & Lo (1996),26-Jul-1996
1281,1282,"Grass Harp, The (1995)",11-Oct-1996
1282,1283,Out to Sea (1997),04-Jul-1997
1283,1284,Before and After (1996),23-Feb-1996
1284,1285,Princess Caraboo (1994),01-Jan-1994
1285,1286,Shall We Dance? (1937),01-Jan-1937
1286,1287,Ed (1996),08-Mar-1996
1287,1288,Denise Calls Up (1995),29-Mar-1996
1288,1289,Jack and Sarah (1995),22-Mar-1996
1289,1290,Country Life (1994),01-Jan-1994
1290,1291,Celtic Pride (1996),19-Apr-1996
1291,1292,"Simple Wish, A (1997)",11-Jul-1997
1292,1293,Star Kid (1997),16-Jan-1998
1293,1294,Ayn Rand: A Sense of Life (1997),13-Feb-1998
1294,1295,Kicked in the Head (1997),01-Jan-1997
1295,1296,Indian Summer (1996),01-Jan-1996
1296,1297,Love Affair (1994),01-Jan-1994
1297,1298,"Band Wagon, The (1953)",01-Jan-1953
1298,1299,Penny Serenade (1941),01-Jan-1941
1299,1300,'Til There Was You (1997),30-May-1997
1300,1301,Stripes (1981),01-Jan-1981
1301,1302,Late Bloomers (1996),06-Jun-1997
1302,1303,"Getaway, The (1994)",01-Jan-1994
1303,1304,New York Cop (1996),01-Jan-1996
1304,1305,National Lampoon's Senior Trip (1995),01-Jan-1995
1305,1306,Delta of Venus (1994),01-Jan-1994
1306,1307,Carmen Miranda: Bananas Is My Business (1994),01-Jan-1994
1307,1308,Babyfever (1994),01-Jan-1994
1308,1309,"Very Natural Thing, A (1974)",01-Jan-1974
1309,1310,"Walk in the Sun, A (1945)",01-Jan-1945
1310,1311,Waiting to Exhale (1995),15-Jan-1996
1311,1312,"Pompatus of Love, The (1996)",26-Jul-1996
1312,1313,Palmetto (1998),20-Feb-1998
1313,1314,Surviving the Game (1994),01-Jan-1994
1314,1315,Inventing the Abbotts (1997),04-Apr-1997
1315,1316,"Horse Whisperer, The (1998)",25-Dec-1997
1316,1317,"Journey of August King, The (1995)",22-Mar-1996
1317,1318,Catwalk (1995),07-Jun-1996
1318,1319,"Neon Bible, The (1995)",01-Mar-1996
1319,1320,Homage (1995),03-May-1996
1320,1321,Open Season (1996),10-May-1996
1321,1322,Metisse (Café au Lait) (1993),01-Jan-1993
1322,1323,"Wooden Man's Bride, The (Wu Kui) (1994)",01-Jan-1994
1323,1324,Loaded (1994),12-Apr-1996
1324,1325,August (1996),12-Apr-1996
1325,1326,Boys (1996),10-May-1996
1326,1327,Captives (1994),16-Sep-1994
1327,1328,Of Love and Shadows (1994),10-May-1996
1328,1329,"Low Life, The (1994)",10-May-1996
1329,1330,An Unforgettable Summer (1994),01-Jan-1994
1330,1331,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",01-Jan-1995
1331,1332,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),01-Jan-1993
1332,1333,Midnight Dancers (Sibak) (1994),01-Jan-1994
1333,1334,Somebody to Love (1994),14-Jun-1996
1334,1335,American Buffalo (1996),13-Sep-1996
1335,1336,Kazaam (1996),17-Jul-1996
1336,1337,Larger Than Life (1996),01-Nov-1996
1337,1338,Two Deaths (1995),09-Aug-1996
1338,1339,Stefano Quantestorie (1993),01-Jan-1993
1339,1340,"Crude Oasis, The (1995)",01-Jan-1995
1340,1341,Hedd Wyn (1992),01-Jan-1992
1341,1342,"Convent, The (Convento, O) (1995)",14-Jun-1996
1342,1343,Lotto Land (1995),01-Jan-1995
1343,1344,"Story of Xinghua, The (1993)",01-Jan-1993
1344,1345,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",01-Jan-1994
1345,1346,Dingo (1992),01-Jan-1992
1346,1347,"Ballad of Narayama, The (Narayama Bushiko) (1958)",01-Jan-1958
1347,1348,Every Other Weekend (1990),01-Jan-1990
1348,1349,Mille bolle blu (1993),01-Jan-1993
1349,1350,Crows and Sparrows (1949),01-Jan-1949
1350,1351,Lover's Knot (1996),12-Jul-1996
1351,1352,Shadow of Angels (Schatten der Engel) (1976),01-Jan-1976
1352,1353,1-900 (1994),01-Jan-1994
1353,1354,Venice/Venice (1992),01-Jan-1992
1354,1355,Infinity (1996),04-Oct-1996
1355,1356,Ed's Next Move (1996),04-Oct-1996
1356,1357,For the Moment (1994),01-Jan-1994
1357,1358,The Deadly Cure (1996),16-Sep-1996
1358,1359,Boys in Venice (1996),24-Sep-1996
1359,1360,"Sexual Life of the Belgians, The (1994)",01-Jan-1994
1360,1361,"Search for One-eye Jimmy, The (1996)",01-Jan-1996
1361,1362,American Strays (1996),13-Sep-1996
1362,1363,"Leopard Son, The (1996)",27-Sep-1996
1363,1364,Bird of Prey (1996),04-Oct-1996
1364,1365,Johnny 100 Pesos (1993),01-Jan-1993
1365,1366,JLG/JLG - autoportrait de décembre (1994),01-Jan-1994
1366,1367,Faust (1994),01-Jan-1994
1367,1368,Mina Tannenbaum (1994),01-Jan-1994
1368,1369,"Forbidden Christ, The (Cristo proibito, Il) (1950)",01-Jan-1950
1369,1370,I Can't Sleep (J'ai pas sommeil) (1994),01-Jan-1994
1370,1371,"Machine, The (1994)",01-Jan-1994
1371,1372,"Stranger, The (1994)",01-Jan-1994
1372,1373,Good Morning (1971),4-Feb-1971
1373,1374,Falling in Love Again (1980),01-Jan-1980
1374,1375,"Cement Garden, The (1993)",01-Jan-1993
1375,1376,Meet Wally Sparks (1997),31-Jan-1997
1376,1377,Hotel de Love (1996),07-Feb-1997
1377,1378,Rhyme & Reason (1997),05-Mar-1997
1378,1379,Love and Other Catastrophes (1996),28-Mar-1997
1379,1380,Hollow Reed (1996),02-May-1997
1380,1381,Losing Chase (1996),01-Jan-1996
1381,1382,"Bonheur, Le (1965)",16-May-1997
1382,1383,"Second Jungle Book: Mowgli & Baloo, The (1997)",16-May-1997
1383,1384,Squeeze (1996),13-Jun-1997
1384,1385,Roseanna's Grave (For Roseanna) (1997),20-Jun-1997
1385,1386,Tetsuo II: Body Hammer (1992),20-Jun-1997
1386,1387,Fall (1997),27-Jun-1997
1387,1388,Gabbeh (1996),27-Jun-1997
1388,1389,Mondo (1996),27-Jun-1997
1389,1390,"Innocent Sleep, The (1995)",27-Jun-1997
1390,1391,For Ever Mozart (1996),04-Jul-1997
1391,1392,"Locusts, The (1997)",01-Jan-1997
1392,1393,Stag (1997),01-Jan-1997
1393,1394,Swept from the Sea (1997),01-Jan-1997
1394,1395,Hurricane Streets (1998),01-Jan-1998
1395,1396,Stonewall (1995),26-Jul-1996
1396,1397,Of Human Bondage (1934),01-Jan-1934
1397,1398,Anna (1996),13-Nov-1996
1398,1399,Stranger in the House (1997),01-Jan-1997
1399,1400,Picture Bride (1995),01-Jan-1995
1400,1401,M. Butterfly (1993),01-Jan-1993
1401,1402,"Ciao, Professore! (1993)",01-Jan-1993
1402,1403,Caro Diario (Dear Diary) (1994),01-Jan-1994
1403,1404,Withnail and I (1987),01-Jan-1987
1404,1405,Boy's Life 2 (1997),07-Mar-1997
1405,1406,When Night Is Falling (1995),01-Jan-1995
1406,1407,"Specialist, The (1994)",01-Jan-1994
1407,1408,Gordy (1995),01-Jan-1995
1408,1409,"Swan Princess, The (1994)",01-Jan-1994
1409,1410,Harlem (1993),01-Jan-1993
1410,1411,Barbarella (1968),01-Jan-1968
1411,1412,Land Before Time III: The Time of the Great Giving (1995) (V),01-Jan-1995
1412,1413,Street Fighter (1994),01-Jan-1994
1413,1414,Coldblooded (1995),01-Jan-1995
1414,1415,"Next Karate Kid, The (1994)",01-Jan-1994
1415,1416,No Escape (1994),01-Jan-1994
1416,1417,"Turning, The (1992)",02-May-1997
1417,1418,"Joy Luck Club, The (1993)",01-Jan-1993
1418,1419,Highlander III: The Sorcerer (1994),01-Jan-1994
1419,1420,Gilligan's Island: The Movie (1998),01-Jan-1997
1420,1421,My Crazy Life (Mi vida loca) (1993),01-Jan-1993
1421,1422,Suture (1993),01-Jan-1993
1422,1423,"Walking Dead, The (1995)",01-Jan-1995
1423,1424,I Like It Like That (1994),01-Jan-1994
1424,1425,I'll Do Anything (1994),01-Jan-1994
1425,1426,Grace of My Heart (1996),13-Sep-1996
1426,1427,Drunks (1995),01-Nov-1996
1427,1428,SubUrbia (1997),07-Feb-1997
1428,1429,Sliding Doors (1998),01-Jan-1998
1429,1430,Ill Gotten Gains (1997),01-Jan-1997
1430,1431,Legal Deceit (1997),01-Jan-1997
1431,1432,"Mighty, The (1998)",09-Oct-1998
1432,1433,Men of Means (1998),01-Jan-1997
1433,1434,Shooting Fish (1997),16-Jan-1998
1434,1435,"Steal Big, Steal Little (1995)",01-Jan-1995
1435,1436,Mr. Jones (1993),01-Jan-1993
1436,1437,House Party 3 (1994),01-Jan-1994
1437,1438,Panther (1995),01-Jan-1995
1438,1439,Jason's Lyric (1994),01-Jan-1994
1439,1440,Above the Rim (1994),01-Jan-1994
1440,1441,Moonlight and Valentino (1995),01-Jan-1995
1441,1442,"Scarlet Letter, The (1995)",01-Jan-1995
1442,1443,8 Seconds (1994),01-Jan-1994
1443,1444,That Darn Cat! (1965),01-Jan-1965
1444,1445,Ladybird Ladybird (1994),01-Jan-1994
1445,1446,"Bye Bye, Love (1995)",01-Jan-1995
1446,1447,Century (1993),01-Jan-1993
1447,1448,My Favorite Season (1993),19-Apr-1996
1448,1449,Pather Panchali (1955),22-Mar-1996
1449,1450,Golden Earrings (1947),01-Jan-1947
1450,1451,Foreign Correspondent (1940),01-Jan-1940
1451,1452,Lady of Burlesque (1943),01-Jan-1943
1452,1453,Angel on My Shoulder (1946),01-Jan-1946
1453,1454,Angel and the Badman (1947),01-Jan-1947
1454,1455,"Outlaw, The (1943)",01-Jan-1943
1455,1456,Beat the Devil (1954),01-Jan-1954
1456,1457,Love Is All There Is (1996),11-Oct-1996
1457,1458,"Damsel in Distress, A (1937)",01-Jan-1937
1458,1459,Madame Butterfly (1995),20-Sep-1996
1459,1460,Sleepover (1995),25-Oct-1996
1460,1461,Here Comes Cookie (1935),01-Jan-1935
1461,1462,"Thieves (Voleurs, Les) (1996)",25-Dec-1996
1462,1463,"Boys, Les (1997)",01-Jan-1997
1463,1464,"Stars Fell on Henrietta, The (1995)",01-Jan-1995
1464,1465,Last Summer in the Hamptons (1995),01-Jan-1995
1465,1466,Margaret's Museum (1995),01-Jan-1995
1466,1467,"Saint of Fort Washington, The (1993)",01-Jan-1993
1467,1468,"Cure, The (1995)",01-Jan-1995
1468,1469,Tom and Huck (1995),01-Jan-1995
1469,1470,Gumby: The Movie (1995),01-Jan-1995
1470,1471,Hideaway (1995),01-Jan-1995
1471,1472,"Visitors, The (Visiteurs, Les) (1993)",19-Jul-1996
1472,1473,"Little Princess, The (1939)",01-Jan-1939
1473,1474,Nina Takes a Lover (1994),01-Jan-1994
1474,1475,Bhaji on the Beach (1993),01-Jan-1993
1475,1476,Raw Deal (1948),01-Jan-1948
1476,1477,Nightwatch (1997),22-Apr-1997
1477,1478,Dead Presidents (1995),01-Jan-1995
1478,1479,Reckless (1995),01-Jan-1995
1479,1480,Herbie Rides Again (1974),01-Jan-1974
1480,1481,S.F.W. (1994),01-Jan-1994
1481,1482,"Gate of Heavenly Peace, The (1995)",10-May-1996
1482,1483,"Man in the Iron Mask, The (1998)",17-Mar-1998
1483,1484,"Jerky Boys, The (1994)",01-Jan-1994
1484,1485,"Colonel Chabert, Le (1994)",01-Jan-1994
1485,1486,Girl in the Cadillac (1995),01-Jan-1995
1486,1487,Even Cowgirls Get the Blues (1993),01-Jan-1993
1487,1488,Germinal (1993),01-Jan-1993
1488,1489,Chasers (1994),01-Jan-1994
1489,1490,Fausto (1993),01-Jan-1993
1490,1491,Tough and Deadly (1995),01-Jan-1995
1491,1492,Window to Paris (1994),01-Jan-1994
1492,1493,"Modern Affair, A (1995)",06-Sep-1996
1493,1494,"Mostro, Il (1994)",19-Apr-1996
1494,1495,Flirt (1995),07-Aug-1996
1495,1496,Carpool (1996),23-Aug-1996
1496,1497,"Line King: Al Hirschfeld, The (1996)",11-Oct-1996
1497,1498,Farmer & Chase (1995),10-Jan-1997
1498,1499,Grosse Fatigue (1994),01-Jan-1994
1499,1500,Santa with Muscles (1996),08-Nov-1996
1500,1501,Prisoner of the Mountains (Kavkazsky Plennik) (1996),31-Jan-1997
1501,1502,Naked in New York (1994),01-Jan-1994
1502,1503,Gold Diggers: The Secret of Bear Mountain (1995),01-Jan-1995
1503,1504,"Bewegte Mann, Der (1994)",12-Jul-1996
1504,1505,Killer: A Journal of Murder (1995),06-Sep-1996
1505,1506,Nelly & Monsieur Arnaud (1995),12-Apr-1996
1506,1507,Three Lives and Only One Death (1996),11-Oct-1996
1507,1508,"Babysitter, The (1995)",01-Jan-1995
1508,1509,Getting Even with Dad (1994),01-Jan-1994
1509,1510,Mad Dog Time (1996),08-Nov-1996
1510,1511,Children of the Revolution (1996),01-May-1997
1511,1512,"World of Apu, The (Apur Sansar) (1959)",05-Apr-1996
1512,1513,Sprung (1997),14-May-1997
1513,1514,Dream With the Fishes (1997),20-Jun-1997
1514,1515,Wings of Courage (1995),01-Jan-1995
1515,1516,"Wedding Gift, The (1994)",01-Jan-1994
1516,1517,Race the Sun (1996),01-Jan-1996
1517,1518,Losing Isaiah (1995),01-Jan-1995
1518,1519,New Jersey Drive (1995),01-Jan-1995
1519,1520,"Fear, The (1995)",01-Jan-1995
1520,1521,Mr. Wonderful (1993),01-Jan-1993
1521,1522,Trial by Jury (1994),01-Jan-1994
1522,1523,"Good Man in Africa, A (1994)",01-Jan-1994
1523,1524,Kaspar Hauser (1993),07-Jun-1996
1524,1525,"Object of My Affection, The (1998)",20-Mar-1998
1525,1526,Witness (1985),01-Jan-1985
1526,1527,Senseless (1998),09-Jan-1998
1527,1528,Nowhere (1997),09-May-1997
1528,1529,Underground (1995),29-Mar-1996
1529,1530,Jefferson in Paris (1995),01-Jan-1995
1530,1531,Far From Home: The Adventures of Yellow Dog (1995),01-Jan-1995
1531,1532,Foreign Student (1994),01-Jan-1994
1532,1533,I Don't Want to Talk About It (De eso no se habla) (1993),01-Jan-1993
1533,1534,Twin Town (1997),30-May-1997
1534,1535,"Enfer, L' (1994)",01-Jan-1994
1535,1536,Aiqing wansui (1994),22-Jul-1996
1536,1537,Cosi (1996),11-Apr-1997
1537,1538,All Over Me (1997),25-Apr-1997
1538,1539,Being Human (1993),01-Jan-1993
1539,1540,"Amazing Panda Adventure, The (1995)",01-Jan-1995
1540,1541,"Beans of Egypt, Maine, The (1994)",01-Jan-1994
1541,1542,"Scarlet Letter, The (1926)",01-Jan-1926
1542,1543,Johns (1996),18-Oct-1996
1543,1544,It Takes Two (1995),01-Jan-1995
1544,1545,Frankie Starlight (1995),01-Jan-1995
1545,1546,Shadows (Cienie) (1988),01-Jan-1988
1546,1547,"Show, The (1995)",01-Jan-1995
1547,1548,The Courtyard (1995),01-Jan-1995
1548,1549,Dream Man (1995),01-Jan-1995
1549,1550,Destiny Turns on the Radio (1995),01-Jan-1995
1550,1551,"Glass Shield, The (1994)",01-Jan-1994
1551,1552,"Hunted, The (1995)",01-Jan-1995
1552,1553,"Underneath, The (1995)",01-Jan-1995
1553,1554,Safe Passage (1994),01-Jan-1994
1554,1555,"Secret Adventures of Tom Thumb, The (1993)",01-Jan-1993
1555,1556,Condition Red (1995),01-Jan-1995
1556,1557,Yankee Zulu (1994),16-Feb-1996
1557,1558,Aparajito (1956),29-Mar-1996
1558,1559,Hostile Intentions (1994),01-Jan-1994
1559,1560,Clean Slate (Coup de Torchon) (1981),01-Jan-1981
1560,1561,Tigrero: A Film That Was Never Made (1994),01-Jan-1994
1561,1562,"Eye of Vichy, The (Oeil de Vichy, L') (1993)",01-Jan-1993
1562,1563,"Promise, The (Versprechen, Das) (1994)",01-Jan-1994
1563,1564,To Cross the Rubicon (1991),01-Jan-1991
1564,1565,Daens (1992),01-Jan-1992
1565,1566,"Man from Down Under, The (1943)",01-Jan-1943
1566,1567,Careful (1992),01-Jan-1992
1567,1568,Vermont Is For Lovers (1992),01-Jan-1992
1568,1569,"Vie est belle, La (Life is Rosey) (1987)",01-Jan-1987
1569,1570,Quartier Mozart (1992),01-Jan-1992
1570,1571,Touki Bouki (Journey of the Hyena) (1973),01-Jan-1973
1571,1572,Wend Kuuni (God's Gift) (1982),01-Jan-1982
1572,1573,Spirits of the Dead (Tre passi nel delirio) (1968),01-Jan-1968
1573,1574,Pharaoh's Army (1995),01-Jan-1995
1574,1575,"I, Worst of All (Yo, la peor de todas) (1990)",01-Jan-1990
1575,1576,"Hungarian Fairy Tale, A (1987)",01-Jan-1987
1576,1577,"Death in the Garden (Mort en ce jardin, La) (1956)",01-Jan-1956
1577,1578,"Collectionneuse, La (1967)",01-Jan-1967
1578,1579,Baton Rouge (1988),01-Jan-1988
1579,1580,Liebelei (1933),01-Jan-1933
1580,1581,"Woman in Question, The (1950)",01-Jan-1950
1581,1582,T-Men (1947),01-Jan-1947
1582,1583,"Invitation, The (Zaproszenie) (1986)",01-Jan-1986
1583,1584,"Symphonie pastorale, La (1946)",01-Jan-1946
1584,1585,American Dream (1990),01-Jan-1990
1585,1586,Lashou shentan (1992),01-Jan-1992
1586,1587,Terror in a Texas Town (1958),01-Jan-1958
